Year,FIPS,MedianIncome,AgeGroup,train_and_predicted
2009,34037,52292.0,under-25,52292.0
2010,34037,64735.0,under-25,64735.0
2011,34037,21380.0,under-25,21380.0
2012,34037,33265.0,under-25,33265.0
2013,34037,31245.0,under-25,31245.0
2014,34037,26234.0,under-25,26234.0
2015,34037,50018.0,under-25,50018.0
2016,34037,31799.0,under-25,31799.0
2017,34037,30497.0,under-25,30497.0
2018,34037,56123.0,under-25,56123.0
2019,34037,28208.0,under-25,28208.0
2020,,,under-25,30037.86384526576
2021,,,under-25,32255.709450542436
2022,,,under-25,34322.87024973431
2023,,,under-25,36444.88528149781
2024,,,under-25,
2025,,,under-25,
2005,34039,28855.0,under-25,28855.0
2006,34039,31986.0,under-25,31986.0
2007,34039,43522.0,under-25,43522.0
2008,34039,37130.0,under-25,37130.0
2009,34039,40296.0,under-25,40296.0
2010,34039,44174.0,under-25,44174.0
2011,34039,41966.0,under-25,41966.0
2012,34039,33948.0,under-25,33948.0
2013,34039,35391.0,under-25,35391.0
2014,34039,37298.0,under-25,37298.0
2015,34039,47466.0,under-25,47466.0
2016,34039,45803.0,under-25,45803.0
2017,34039,32580.0,under-25,32580.0
2018,34039,51006.0,under-25,51006.0
2019,34039,42008.0,under-25,42008.0
2020,,,under-25,41990.243676089936
2021,,,under-25,41972.4873521799
2022,,,under-25,41954.73102826987
2023,,,under-25,41936.97470435983
2024,,,under-25,
2025,,,under-25,
2005,34041,37888.0,under-25,37888.0
2006,34041,49076.0,under-25,49076.0
2007,34041,23717.0,under-25,23717.0
2008,34041,27821.0,under-25,27821.0
2009,34041,23817.0,under-25,23817.0
2010,34041,25826.0,under-25,25826.0
2011,34041,50000.0,under-25,50000.0
2012,34041,19200.0,under-25,19200.0
2013,34041,32153.0,under-25,32153.0
2014,34041,2499.0,under-25,2499.0
2015,34041,14855.0,under-25,14855.0
2016,34041,30474.0,under-25,30474.0
2017,34041,34287.0,under-25,34287.0
2018,34041,29801.0,under-25,29801.0
2019,34041,37813.0,under-25,37813.0
2020,,,under-25,37942.777689676266
2021,,,under-25,38072.55537935253
2022,,,under-25,38202.3330690288
2023,,,under-25,38332.110758705065
2024,,,under-25,
2025,,,under-25,
